סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ב,ג,ודעם,ז,זץ,ט,י,יז,ינ,יף,יק,יר,כ,כך,כן,ל,מחל,מרצ,נ,ני,נר,עם,פה,ףז,צי,צכ,צף,ץ,ק,קי,קך,קץ,ר,רנ,רף,רק,שס,ת,
12,6348,לוד,7000,12,37,0,609,239,6,233,3,13,1,0,0,0,9,0,1,0,0,0,0,0,1,13,26,125,2,0,1,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,20,7,
12,6349,לוד,7000,13.1,2,0,551,266,3,263,13,22,1,14,0,0,10,0,2,0,0,0,0,0,0,7,8,134,0,0,0,0,1,11,0,1,0,0,0,0,0,0,0,3,0,0,0,29,7,
12,6350,לוד,7000,13.2,2,0,551,298,2,296,8,26,0,3,0,0,17,0,1,0,0,0,0,0,0,9,15,141,4,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,40,7,
12,6351,לוד,7000,13.3,2,0,551,310,4,306,6,25,7,7,0,0,18,0,4,0,0,0,0,0,0,14,4,140,1,0,0,0,1,16,0,0,0,0,0,0,0,0,0,4,0,0,0,42,17,
12,6352,לוד,7000,13.4,2,0,551,312,2,310,3,27,2,3,0,0,18,0,2,0,0,0,0,0,0,11,9,165,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,38,11,
12,6353,לוד,7000,13.5,2,0,551,271,4,267,9,19,1,17,0,0,15,0,1,0,0,0,0,0,0,6,18,126,4,0,0,0,2,9,0,1,0,0,0,0,0,0,0,4,0,0,0,26,9,
12,6354,לוד,7000,13.6,2,0,548,265,3,262,7,31,4,1,0,0,11,0,1,0,0,0,0,0,0,14,34,112,2,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,18,12,
12,6355,לוד,7000,14,37,0,583,282,4,278,7,22,3,0,0,0,11,0,4,0,0,0,0,0,1,12,12,149,5,1,0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,28,12,
12,6356,לוד,7000,15.1,50,0,605,333,5,328,9,12,1,73,0,0,12,0,0,0,0,0,0,0,0,12,5,110,7,0,0,0,24,20,0,0,0,0,0,0,0,0,0,2,0,0,0,25,16,
12,6357,לוד,7000,15.2,50,0,605,360,2,358,7,22,1,54,0,0,20,0,2,0,0,0,0,0,0,23,18,117,7,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,
12,6358,לוד,7000,15.3,50,0,604,360,0,360,6,22,1,37,0,0,20,0,0,0,0,0,0,0,1,15,18,145,11,0,0,0,4,37,1,0,0,0,0,0,0,0,0,1,0,1,0,25,15,
12,6359,לוד,7000,17,41,0,545,349,1,348,9,17,0,22,0,0,19,0,5,0,0,0,0,0,0,27,7,162,7,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,42,13,
12,6360,לוד,7000,18.1,18,0,591,179,2,177,1,0,0,105,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
12,6361,לוד,7000,18.2,18,0,591,213,6,207,0,3,0,108,0,0,6,0,0,0,0,0,0,0,1,0,2,22,3,1,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
12,6362,לוד,7000,18.3,18,0,591,173,4,169,0,0,0,89,0,0,0,0,1,0,0,0,0,0,0,0,0,12,4,0,0,0,56,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
12,6363,לוד,7000,18.4,18,0,591,213,8,205,6,6,0,76,0,0,14,0,0,0,0,0,0,0,0,0,5,48,1,1,0,1,38,0,0,1,0,0,0,0,3,0,0,0,2,0,0,3,0,
12,6364,לוד,7000,18.5,18,0,591,193,1,192,2,8,0,67,0,0,12,1,0,0,0,1,0,1,2,0,4,39,2,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,
12,6365,לוד,7000,18.6,18,0,590,210,2,208,2,10,0,66,0,0,9,0,0,0,1,0,0,0,0,0,4,28,0,0,0,0,70,3,0,0,0,0,0,1,0,0,0,2,0,0,0,5,7,
12,6366,לוד,7000,23.1,4,0,537,199,1,198,6,8,0,104,0,0,4,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,
12,6367,לוד,7000,23.2,4,0,537,221,3,218,1,32,1,62,0,0,26,0,0,0,0,0,0,0,0,3,5,34,5,0,0,0,29,4,0,0,0,0,0,0,0,1,0,0,1,1,0,9,4,
12,6368,לוד,7000,23.3,4,0,537,271,5,266,5,33,0,66,0,0,23,0,3,0,0,0,1,0,0,6,8,44,1,0,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,
12,6369,לוד,7000,23.4,4,0,535,218,7,211,8,26,0,44,0,0,28,0,0,0,0,0,0,1,0,5,15,32,4,0,0,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,
12,6370,לוד,7000,24,5,0,504,270,0,270,6,8,2,26,1,0,7,0,2,0,0,1,0,0,0,15,21,118,4,0,0,0,8,10,0,0,0,0,0,1,0,0,0,1,0,0,0,31,8,
12,6371,לוד,7000,28,5,0,459,246,0,246,6,8,1,6,0,0,9,0,0,0,0,0,0,0,0,12,11,126,1,0,0,0,0,27,0,0,0,0,0,0,0,0,1,1,0,0,0,25,12,
12,6372,לוד,7000,30.1,12,0,521,287,1,286,5,23,3,18,0,0,22,0,0,0,0,0,1,0,0,11,7,114,1,0,0,0,32,7,0,0,0,0,0,0,0,0,1,0,1,0,0,36,4,
12,6373,לוד,7000,30.2,12,0,521,308,4,304,13,24,0,3,0,0,33,0,4,0,0,0,0,0,0,7,7,136,2,0,0,0,4,18,0,0,0,0,0,0,0,0,0,1,0,0,0,40,12,
12,6374,לוד,7000,30.3,12,0,521,312,1,311,7,20,2,16,0,0,44,0,6,0,0,0,0,0,0,13,2,138,1,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0,0,32,13,
12,6375,לוד,7000,30.4,12,0,521,275,1,274,3,23,2,11,0,0,28,1,2,0,0,0,0,0,0,10,7,136,2,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,29,10,
12,6376,לוד,7000,30.5,12,0,521,328,1,327,3,54,1,6,0,0,56,0,1,0,0,0,0,0,0,5,6,138,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,
12,6377,לוד,7000,31.1,36,0,648,326,5,321,10,25,2,18,0,0,20,0,2,1,0,0,0,0,1,5,18,140,3,0,0,0,10,15,0,0,0,0,0,0,0,0,0,1,0,0,0,38,12,
12,6378,לוד,7000,31.2,36,0,648,355,1,354,8,31,3,5,0,0,32,0,1,0,0,0,0,0,0,7,4,189,1,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,43,10,
12,6379,לוד,7000,31.3,36,0,647,313,2,311,3,15,3,14,0,0,26,0,0,0,0,0,0,0,0,14,14,151,4,0,0,0,12,10,0,0,0,0,0,0,0,0,0,2,0,0,0,32,11,
12,6380,לוד,7000,34,17,0,560,288,2,286,3,5,1,3,0,0,30,0,2,0,0,0,0,0,0,10,17,145,3,0,0,0,1,11,1,0,0,0,0,0,0,1,0,1,0,0,0,40,12,
12,6381,לוד,7000,35,38,0,383,237,1,236,2,3,7,10,0,0,61,0,0,0,0,0,0,0,0,2,0,91,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,48,2,
12,6382,לוד,7000,36.1,39,0,463,163,2,161,1,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
12,6383,לוד,7000,36.2,39,0,463,186,4,182,0,0,0,112,0,0,0,0,0,0,0,0,0,0,1,0,0,21,1,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,6384,לוד,7000,36.3,39,0,462,145,1,144,1,0,0,84,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,0,0,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
12,6385,לוד,7000,38,6,0,568,322,5,317,3,15,3,23,0,0,15,0,1,0,0,0,0,0,0,8,8,169,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,55,3,
12,6386,לוד,7000,39,17,0,505,212,0,212,2,10,3,13,0,0,18,0,4,0,0,0,0,1,1,7,8,102,2,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,18,9,
12,6387,לוד,7000,40,49,0,576,271,6,265,6,6,4,19,0,0,43,0,3,0,0,0,0,0,0,6,24,102,5,0,0,0,13,14,0,0,0,0,0,0,0,0,0,1,0,1,0,12,6,
12,6388,לוד,7000,42,6,0,637,355,3,352,2,8,8,12,0,0,80,0,2,0,0,0,1,0,0,2,22,142,2,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,41,14,
12,6389,לוד,7000,43,38,0,559,337,7,330,4,9,7,13,0,0,70,0,2,0,0,0,0,0,0,6,5,154,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,2,0,0,0,41,6,
12,6390,לוד,7000,44,6,0,392,204,1,203,2,4,1,2,0,0,21,0,4,0,0,0,0,0,0,9,21,91,2,0,0,0,1,17,0,0,0,0,0,0,0,1,0,2,1,0,0,15,9,
12,6391,לוד,7000,45,16,0,475,279,2,277,3,43,1,8,0,0,34,0,2,0,0,0,0,0,0,16,18,109,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,1,0,0,20,12,
12,6392,לוד,7000,46,41,0,403,222,1,221,5,10,2,1,0,0,7,0,0,0,0,0,0,0,1,7,18,123,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,20,8,
12,6393,לוד,7000,47,27,0,449,320,2,318,6,14,1,7,0,0,7,0,1,0,0,0,0,0,0,12,3,183,3,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,
12,6394,לוד,7000,49,28,0,609,433,4,429,7,33,1,6,0,0,15,0,2,0,0,0,0,0,0,14,21,233,4,0,1,0,2,25,0,0,0,0,0,0,0,0,0,1,0,0,0,45,19,
12,6395,לוד,7000,50,41,0,573,381,4,377,11,20,4,10,0,0,9,0,1,0,0,0,0,0,0,18,8,203,3,0,0,0,1,29,0,0,0,0,0,0,0,0,0,1,0,0,0,26,33,
12,6396,לוד,7000,52,48,0,537,349,3,346,6,26,1,52,0,0,17,0,4,0,0,0,0,0,0,16,4,120,7,0,0,0,25,30,0,0,0,0,0,0,0,0,1,1,0,0,0,21,15,
12,6397,לוד,7000,53,5,0,630,368,1,367,2,22,1,0,0,0,12,0,3,0,0,0,0,0,0,14,13,216,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19,
12,6398,לוד,7000,54,48,0,574,352,0,352,6,20,1,1,0,1,16,0,2,0,0,0,0,0,0,25,15,197,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,1,0,0,30,11,
12,6399,לוד,7000,55,48,0,499,337,1,336,11,12,0,45,0,0,8,0,4,0,0,0,0,0,0,21,6,122,11,0,0,0,19,20,0,0,0,0,0,0,0,0,0,5,0,0,0,39,13,
12,6400,לוד,7000,56,5,0,506,267,2,265,5,16,0,1,0,0,11,0,5,0,0,0,0,1,0,11,17,146,1,1,0,0,1,9,0,0,1,0,0,0,0,1,0,3,1,0,0,31,3,
12,6401,לוד,7000,58.1,24,0,506,273,3,270,8,19,3,12,0,0,17,0,3,0,0,0,0,0,0,11,31,112,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,17,20,
12,6402,לוד,7000,58.2,24,0,506,279,0,279,6,35,3,12,0,0,19,0,1,0,0,0,0,0,0,12,48,84,1,0,1,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,
12,6403,לוד,7000,58.3,24,0,506,257,5,252,4,34,0,6,0,0,19,0,5,0,0,0,0,0,0,13,36,99,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,
12,6404,לוד,7000,58.4,24,0,503,272,2,270,6,25,0,9,0,0,24,1,1,0,0,0,0,0,0,7,43,84,2,0,0,0,2,21,0,0,0,0,0,0,0,0,0,4,0,0,0,22,19,
12,6405,לוד,7000,59,48,0,475,250,1,249,3,13,0,3,0,0,13,0,1,0,0,0,0,0,1,10,17,123,5,0,0,0,0,24,0,1,0,0,0,0,0,0,0,1,1,0,0,28,5,
12,6406,לוד,7000,60,42,0,645,468,2,466,1,6,75,1,0,0,241,0,0,0,0,0,0,0,0,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,63,2,
12,6407,לוד,7000,61.1,3,0,326,234,2,232,1,14,39,0,0,0,97,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,44,1,
12,6408,לוד,7000,61.2,3,0,326,246,0,246,1,12,24,0,0,0,123,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,
12,6409,לוד,7000,62,49,0,612,344,7,337,9,21,1,2,0,0,14,0,1,0,0,0,0,0,0,3,12,193,1,0,0,0,1,17,1,0,0,0,0,0,2,0,0,0,0,0,0,48,11,
12,6410,לוד,7000,63,49,0,531,237,3,234,1,11,0,2,0,0,6,0,2,0,0,0,0,0,0,8,19,132,2,0,1,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,24,8,
12,6411,לוד,7000,66.1,34,0,511,159,6,153,1,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,69,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,
12,6412,לוד,7000,66.2,34,0,511,191,7,184,1,0,0,82,0,0,0,0,1,0,0,0,0,0,1,1,0,46,1,0,0,0,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,
12,6413,לוד,7000,66.3,34,0,509,140,0,140,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,0,0,0,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,
12,6414,לוד,7000,68,6,0,594,331,2,329,3,10,17,1,0,0,119,0,4,0,0,0,0,0,0,1,25,76,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,55,11,
12,6415,לוד,7000,69,38,0,482,237,2,235,4,7,1,9,0,0,17,0,0,0,0,0,0,0,0,7,13,115,2,0,0,1,2,12,0,0,0,0,0,0,1,0,0,3,0,0,0,32,9,
12,6416,לוד,7000,71.1,31,0,606,326,4,322,4,13,2,8,0,0,2,0,4,0,0,0,0,0,0,12,82,84,9,0,0,0,5,39,1,1,0,0,0,0,0,1,0,4,0,0,0,22,29,
12,6417,לוד,7000,71.2,31,0,606,325,1,324,5,12,2,2,0,1,7,0,4,0,0,0,0,0,0,7,97,84,6,0,0,0,0,52,0,0,0,0,0,0,0,0,0,7,0,0,0,9,29,
12,6418,לוד,7000,71.3,31,0,606,336,4,332,11,7,0,6,0,0,7,0,6,0,0,0,0,0,0,8,105,73,5,0,0,0,16,47,1,0,0,0,0,0,0,0,0,2,0,0,0,14,24,
12,6419,לוד,7000,71.4,31,0,606,338,7,331,4,15,1,0,0,0,5,1,3,0,0,0,0,0,0,5,89,91,2,0,0,0,0,65,0,0,0,0,0,0,0,0,1,8,0,0,0,19,22,
12,6420,לוד,7000,71.5,31,0,606,301,4,297,11,12,1,1,0,0,2,0,3,0,0,2,1,1,0,7,100,75,4,1,0,0,1,50,0,0,0,0,0,0,0,0,1,2,0,0,0,3,19,
12,6421,לוד,7000,71.6,47,0,606,324,3,321,6,8,2,0,0,0,0,0,2,0,0,0,0,0,0,4,115,82,4,0,0,0,0,58,1,0,0,0,0,0,0,0,1,6,0,0,0,10,22,
12,6422,לוד,7000,71.7,47,0,601,292,1,291,4,9,0,0,0,0,1,0,2,0,1,0,0,0,0,3,93,72,4,1,0,0,0,48,0,0,0,0,0,0,0,0,0,10,0,0,0,6,37,
12,6423,לוד,7000,77.1,30,0,625,360,2,358,12,20,0,0,0,0,8,0,3,0,0,0,0,0,0,7,81,101,5,0,0,0,0,61,0,0,0,0,0,0,0,0,0,6,0,0,0,26,28,
12,6424,לוד,7000,77.2,30,0,625,379,8,371,9,15,2,1,0,0,7,1,1,0,0,0,0,0,0,14,101,85,7,0,0,0,0,80,0,0,0,0,0,0,0,0,1,1,0,0,0,8,38,
12,6425,לוד,7000,77.3,30,0,625,352,2,350,17,17,0,3,0,0,4,1,6,0,0,0,0,0,0,8,84,86,3,0,0,0,0,51,0,0,0,0,0,0,0,1,0,6,0,0,0,31,32,
12,6426,לוד,7000,77.4,30,0,625,364,6,358,10,19,1,2,0,0,7,0,6,0,0,0,0,0,0,7,87,85,6,0,0,0,1,82,1,0,0,0,0,0,0,0,0,0,0,0,0,11,33,
12,6427,לוד,7000,77.5,30,0,622,353,1,352,7,17,0,0,0,0,6,0,6,0,0,0,0,0,0,4,111,98,4,0,0,0,0,55,0,0,0,0,0,1,0,0,0,2,0,0,0,11,30,
12,6428,לוד,7000,82.1,33,0,623,320,7,313,6,7,1,13,0,0,7,0,5,0,0,0,0,0,0,5,75,104,3,0,0,0,7,36,0,0,0,0,0,1,0,0,0,3,0,0,0,9,31,
12,6429,לוד,7000,82.2,33,0,623,343,2,341,5,12,0,3,0,0,6,0,7,0,1,0,0,1,1,8,99,110,4,0,0,0,2,59,0,0,0,0,0,0,0,0,0,2,0,0,0,3,18,
12,6430,לוד,7000,82.3,33,0,623,360,2,358,7,22,3,1,1,0,2,0,7,0,0,0,0,0,0,10,93,107,3,0,0,0,0,54,0,0,0,0,0,0,0,0,2,3,0,0,0,14,29,
12,6431,לוד,7000,82.4,33,0,623,333,2,331,4,18,2,0,0,0,2,0,6,0,0,0,0,0,0,6,94,80,4,0,0,0,0,76,0,0,0,0,0,0,0,0,0,5,0,0,0,5,29,
12,6432,לוד,7000,82.5,33,0,621,356,1,355,7,29,1,0,0,0,3,0,1,0,0,0,0,0,0,7,110,92,5,0,0,0,0,54,0,0,0,0,2,0,0,0,0,1,0,0,0,14,29,
12,6433,לוד,7000,86,35,0,538,382,2,380,5,15,1,21,0,0,9,0,1,0,0,0,0,0,0,6,34,181,15,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,0,1,0,30,20,
12,6434,לוד,7000,87,35,0,550,381,1,380,5,18,1,4,0,0,14,0,2,0,0,0,1,0,0,13,17,195,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,
12,6435,לוד,7000,89,35,0,610,255,0,255,0,14,0,0,2,0,18,0,4,0,0,0,0,0,0,3,6,144,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,30,17,
12,6436,לוד,7000,90,35,0,549,381,0,381,11,22,1,32,0,0,19,0,4,0,0,0,0,0,0,7,13,180,13,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,0,0,0,37,10,
12,6437,לוד,7000,91,16,0,399,160,1,159,5,6,0,0,0,0,7,0,1,0,0,0,0,0,0,7,6,81,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,32,10,
12,6438,לוד,7000,92,35,0,508,363,2,361,9,23,3,5,0,0,6,0,3,0,0,0,0,0,1,10,17,213,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,
12,6439,לוד,7000,952.1,46,0,564,488,5,483,0,5,296,0,0,0,26,0,0,0,0,0,0,0,0,5,4,43,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,84,12,
12,6440,לוד,7000,952.2,46,0,564,478,9,469,2,11,268,0,0,0,31,0,0,0,0,0,0,0,0,1,2,50,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,96,2,
12,6441,לוד,7000,952.3,46,0,563,480,3,477,1,8,322,0,0,0,24,0,1,0,0,0,0,0,0,1,4,41,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,62,8,
12,6442,לוד,7000,953,35,0,539,401,2,399,9,18,1,7,0,0,23,0,1,0,0,0,0,0,0,14,24,208,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,43,22,
9,4804,מבוא דותן,3569,1,1,0,301,201,0,201,4,26,0,0,0,0,61,0,1,0,0,0,0,0,0,8,1,76,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,5,7,
4,1646,מגאר,481,2.1,6,0,617,283,6,277,6,1,0,120,0,0,1,0,1,0,0,0,0,0,0,2,18,31,13,1,0,0,29,30,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,
4,1647,מגאר,481,2.2,6,0,617,279,1,278,4,9,0,69,0,0,0,0,1,0,0,0,0,0,0,8,40,30,10,0,0,0,65,15,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,
4,1648,מגאר,481,5.1,5,0,448,185,0,185,2,18,0,45,0,0,0,0,0,0,0,0,0,0,1,9,68,12,6,0,0,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,11,5,
4,1649,מגאר,481,5.2,5,0,448,151,0,151,10,13,0,40,0,0,0,0,1,0,0,0,0,0,0,7,32,15,8,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2,10,
4,1650,מגאר,481,5.3,5,0,448,147,3,144,6,3,0,21,0,0,0,0,0,0,0,0,0,0,0,15,19,12,5,0,0,0,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,
4,1651,מגאר,481,8.1,14,0,491,217,0,217,3,5,0,39,0,0,0,0,1,0,0,0,0,0,0,8,16,11,13,0,0,0,91,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,
4,1652,מגאר,481,8.2,14,0,491,281,3,278,10,0,1,137,0,1,0,0,1,0,0,0,0,0,0,0,10,19,7,0,0,0,72,7,0,0,0,0,0,0,0,0,0,1,0,0,0,3,9,
4,1653,מגאר,481,8.3,14,0,490,232,4,228,6,8,0,64,1,0,1,0,3,1,0,0,0,0,0,1,61,21,4,0,0,0,28,10,0,0,1,1,0,0,0,0,0,1,0,0,0,8,8,
4,1654,מגאר,481,9.1,7,0,479,196,1,195,5,9,0,62,0,0,0,0,0,0,0,0,0,0,0,5,60,11,12,0,0,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,11,8,
4,1655,מגאר,481,9.2,7,0,479,187,3,184,1,12,0,45,0,0,0,0,1,0,0,0,0,0,0,4,55,20,10,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,
4,1656,מגאר,481,9.3,7,0,477,218,6,212,7,9,0,36,0,0,1,0,0,0,0,0,0,0,0,6,19,16,11,0,0,0,57,12,0,0,0,0,1,2,0,0,0,0,0,0,0,15,20,
4,1657,מגאר,481,10,4,0,647,293,3,290,3,13,0,43,0,0,0,0,2,0,0,0,1,0,0,12,37,17,13,0,0,1,89,5,0,0,0,0,0,0,0,0,1,0,0,0,0,26,27,
4,1658,מגאר,481,11,4,0,560,248,3,245,4,9,0,29,0,0,0,0,1,0,0,0,0,0,0,9,35,13,18,0,0,0,76,10,0,0,0,1,0,0,0,0,0,0,0,0,0,22,18,
4,1659,מגאר,481,15.1,2,0,505,234,5,229,6,1,0,82,0,0,0,0,0,0,0,0,1,0,0,2,18,10,4,0,0,0,86,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,
4,1660,מגאר,481,15.2,2,0,505,184,1,183,1,3,0,29,0,0,0,0,0,0,0,0,0,0,1,7,23,21,8,0,0,0,62,8,0,0,0,0,0,0,0,0,1,0,0,0,0,13,6,
4,1661,מגאר,481,15.3,2,0,504,247,3,244,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,9,16,12,11,0,0,0,109,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,
4,1662,מגאר,481,19.1,13,0,486,216,3,213,2,6,0,41,0,0,0,0,0,0,0,0,0,0,0,4,45,15,2,0,0,0,63,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,
4,1663,מגאר,481,19.2,13,0,486,217,1,216,10,4,0,84,0,0,0,0,0,0,0,0,0,0,0,4,25,29,22,0,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,
4,1664,מגאר,481,19.3,13,0,486,318,4,314,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,1,18,8,0,0,0,177,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,
4,1665,מגאר,481,20.1,12,0,489,218,1,217,6,4,0,47,0,0,0,0,0,0,0,0,0,0,0,10,19,17,8,0,0,0,64,20,0,0,0,0,0,0,0,0,0,1,0,0,0,6,15,
4,1666,מגאר,481,20.2,12,0,489,208,1,207,4,10,0,28,0,0,0,0,0,0,0,0,0,0,2,5,36,11,12,0,0,0,66,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,
4,1667,מגאר,481,20.3,12,0,487,223,2,221,2,7,0,107,0,0,0,0,0,0,0,0,0,0,0,8,16,16,10,0,0,0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,
4,1668,מגאר,481,22.1,3,0,545,210,1,209,5,5,0,60,0,0,0,0,0,0,0,0,0,0,0,7,23,19,14,0,0,0,41,15,0,0,0,1,1,0,0,0,0,0,0,0,0,7,11,
4,1669,מגאר,481,22.2,3,0,545,240,3,237,1,7,0,70,1,0,0,0,0,0,0,0,0,0,0,3,12,11,12,0,0,0,108,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,
4,1670,מגאר,481,22.3,3,0,545,154,1,153,9,9,3,45,0,0,0,0,0,0,0,0,0,0,0,5,21,19,9,0,0,0,5,10,0,0,0,0,0,0,0,0,0,1,0,0,0,4,13,
4,1671,מגאר,481,22.4,3,0,543,223,2,221,11,5,0,42,0,0,0,0,1,0,0,0,0,0,0,2,30,33,10,1,0,0,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,
4,1672,מגאר,481,23,4,0,526,195,3,192,8,7,0,34,0,0,0,0,0,0,0,0,0,0,1,7,20,16,9,0,2,0,50,11,0,0,0,1,0,0,0,0,0,0,0,0,0,14,12,
4,1673,מגאר,481,24.1,1,0,521,242,0,242,5,6,0,81,0,0,0,0,1,0,0,0,0,0,0,2,13,12,12,0,0,0,86,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,
4,1674,מגאר,481,24.2,1,0,521,195,3,192,5,9,0,30,0,0,0,0,0,0,0,0,0,0,0,3,20,23,4,0,0,0,63,11,0,0,1,0,0,0,0,0,0,0,0,0,0,13,10,
4,1675,מגאר,481,24.3,1,0,521,239,2,237,5,4,0,23,0,0,1,0,1,0,0,0,0,0,0,6,39,26,8,0,0,0,82,10,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,
4,1676,מגאר,481,24.4,1,0,521,245,5,240,7,1,0,105,0,0,0,0,0,0,0,0,0,0,1,3,39,39,7,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,
4,1677,מגאר,481,24.5,1,0,521,207,4,203,6,7,0,60,0,0,0,0,0,1,0,0,0,0,0,11,30,21,5,0,0,0,41,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,
12,6722,מודיעין עילית,3797,3,11,0,585,452,14,438,0,0,363,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,
