סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
1,205,ירושלים,3000,822,173,0,627,428,6,422,2,115,0,0,0,0,0,172,0,0,0,0,0,0,0,60,2,41,4,0,0,0,6,0,1,0,0,0,0,0,0,19
19,10204,כוכב יאיר,1224,101.4,105,0,609,440,1,439,31,1,0,0,0,0,1,51,0,0,0,0,0,0,0,4,34,68,23,1,0,0,220,0,0,1,0,0,0,0,0,4
4,1380,כנרת (מושבה),63,1,1,0,522,363,2,361,33,3,2,1,0,0,0,12,0,0,0,0,0,0,0,0,7,110,21,0,0,0,170,0,0,0,0,0,0,0,2,0
6,2740,כסרא-סמיע,1296,1,8,0,550,152,0,152,16,0,8,0,0,0,0,28,0,0,0,0,0,0,0,0,11,1,6,0,0,0,82,0,0,0,0,0,0,0,0,0
13,6507,כפר אביב,857,1,1,0,532,407,0,407,37,5,1,31,0,0,0,6,0,1,0,0,0,0,0,4,20,58,33,0,0,0,204,0,0,0,0,0,0,0,0,7
17,9095,כפר אחים,690,1,1,0,534,421,1,420,16,7,0,0,0,0,23,22,0,1,1,0,0,0,0,6,10,116,9,0,0,0,200,0,0,0,0,0,0,0,0,9
13,6100,"כפר ביל""ו",177,1.1,1,0,434,336,0,336,21,7,2,0,0,0,30,8,0,0,0,0,0,0,0,2,12,35,35,0,0,0,180,0,1,1,0,0,0,0,0,2
5,1857,כפר החורש,192,1,3,0,479,359,2,357,53,0,0,1,0,0,2,7,0,0,0,0,0,0,0,5,25,28,55,0,0,0,180,0,0,0,0,0,0,0,0,1
12,5660,"כפר חב""ד",696,2,2,0,634,475,0,475,0,179,0,0,0,0,0,58,0,0,0,0,0,0,0,102,0,86,1,0,0,0,0,0,0,0,0,0,0,0,0,49
10,4724,כפר ידידיה,233,1,1,0,484,395,1,394,40,0,0,0,0,0,2,5,0,0,0,0,0,0,0,3,5,30,46,0,0,0,263,0,0,0,0,0,0,0,0,0
5,1696,כפר כנא,509,10,4,0,743,445,0,445,21,0,386,0,0,0,0,0,0,0,1,0,0,0,4,0,8,4,11,0,0,0,6,0,0,1,0,0,1,0,0,2
6,2249,כפר מסריק,297,1,1,0,594,389,0,389,44,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,19,15,111,0,0,0,193,0,0,0,0,0,0,0,0,0
19,10214,כפר סבא,6900,6,13,0,595,386,4,382,10,5,19,1,0,0,0,5,0,0,0,0,0,0,0,8,33,170,10,0,0,0,71,0,0,0,0,0,0,0,0,50
19,10218,כפר סבא,6900,10,24,0,524,387,1,386,28,2,3,0,0,0,3,29,0,1,0,0,0,0,0,3,4,55,54,0,0,0,201,0,0,0,0,0,0,0,0,3
19,10226,כפר סבא,6900,16,16,0,689,530,2,528,36,6,0,0,0,0,0,85,0,0,0,0,0,0,0,15,23,130,23,0,0,0,185,0,0,0,0,0,0,0,0,25
19,10254,כפר סבא,6900,38.4,41,0,566,414,2,412,29,1,2,0,0,0,0,21,0,1,0,0,0,0,0,1,31,66,28,0,0,0,225,0,0,0,0,0,0,0,0,7
19,10260,כפר סבא,6900,45,92,0,680,471,1,470,19,25,0,0,0,0,0,58,0,0,0,0,0,0,0,13,2,220,11,0,0,0,92,0,1,0,0,0,0,0,0,29
19,10285,כפר סבא,6900,73.1,72,0,640,493,1,492,44,5,3,0,0,0,3,32,0,1,0,0,0,0,0,1,14,76,38,0,0,0,270,0,0,0,0,0,0,0,0,5
19,10299,כפר סבא,6900,90,6,0,609,396,1,395,33,6,1,0,0,0,0,32,0,1,0,0,0,0,0,3,34,109,17,0,0,0,138,0,0,0,0,0,0,0,0,21
19,10323,כפר סבא,6900,117,94,0,524,405,0,405,27,1,2,0,0,0,0,6,0,0,0,0,0,0,0,6,21,58,36,0,0,0,247,0,0,0,0,0,0,0,1,0
6,2472,כרמיאל,1139,66,13,0,420,245,5,240,19,11,4,0,0,0,1,10,0,1,0,0,0,0,1,3,30,57,4,0,0,0,91,0,0,0,0,0,0,0,1,7
12,5453,לוד,7000,26,45,0,701,370,6,364,12,3,12,0,0,0,0,29,0,0,1,0,0,0,0,6,72,153,4,0,0,0,32,0,0,0,0,1,0,0,0,39
12,5456,לוד,7000,36,39,0,570,262,4,258,1,0,136,0,1,0,0,1,0,0,0,0,1,0,96,1,0,5,2,0,1,0,10,0,0,0,0,1,2,0,0,0
12,5391,לוד,7000,39,17,0,497,206,4,202,2,3,19,0,0,0,0,17,0,0,0,0,0,0,6,5,12,90,0,0,0,0,29,0,1,0,0,0,0,0,0,18
12,5395,לוד,7000,43,38,0,551,335,2,333,5,21,13,0,0,0,0,21,0,0,0,0,0,0,0,26,11,157,3,0,0,0,18,0,0,0,0,0,0,0,0,58
12,5422,לוד,7000,82.3,33,0,621,386,2,384,5,2,2,1,0,0,0,10,0,0,0,0,0,0,0,3,143,119,5,0,0,0,77,0,0,0,0,2,0,0,0,15
12,5427,לוד,7000,85,31,0,485,279,1,278,3,5,1,0,0,0,0,13,0,0,0,0,0,0,1,3,104,75,2,0,0,0,59,0,0,0,0,1,0,0,0,11
18,9333,מבועים,1080,2,1,0,347,237,2,235,28,5,0,1,0,0,2,10,0,0,0,0,0,0,0,3,5,113,1,0,0,0,50,0,1,0,0,0,0,0,0,16
4,1453,מגאר,481,1,1,0,621,322,0,322,10,0,187,0,1,0,1,2,0,0,1,0,0,0,1,2,21,10,7,1,0,0,53,0,0,0,0,0,1,0,1,23
4,1466,מגאר,481,14,2,0,786,422,5,417,11,0,239,0,0,0,0,0,0,0,0,0,1,0,0,0,40,12,6,0,1,0,89,0,0,2,0,0,1,1,0,14
4,1414,מגדל,65,2,2,0,659,452,2,450,22,12,0,0,0,0,0,15,1,0,0,0,0,0,0,20,7,257,1,48,0,0,0,0,0,1,0,0,0,0,3,63
5,1860,מגדל העמק,874,1,1,0,610,410,4,406,31,12,0,0,0,0,0,8,0,1,0,0,0,0,0,4,48,171,4,0,0,0,76,0,0,0,0,0,1,0,0,50
5,1872,מגדל העמק,874,13,7,0,649,323,4,319,5,19,0,0,0,0,0,12,0,2,0,0,0,0,0,5,78,127,2,1,0,0,42,0,0,0,0,0,0,0,0,26
5,1885,מגדל העמק,874,33,30,0,630,426,3,423,17,12,0,0,0,0,0,18,0,0,0,0,1,0,0,4,53,229,1,0,0,0,57,0,0,0,0,0,0,0,0,31
5,1892,מגדל העמק,874,41,5,0,427,260,4,256,7,6,0,0,0,0,0,7,0,0,0,1,0,0,0,2,60,111,0,0,0,0,30,0,1,0,0,0,0,0,0,31
12,5716,מודיעין עילית,3797,10,3,0,753,642,8,634,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,120
12,5725,מודיעין עילית,3797,19,21,0,746,663,10,653,0,525,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,122
12,5748,מודיעין עילית,3797,43,7,0,605,508,8,500,2,358,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,129
12,5502,מודיעין-מכבים-רעות,1200,6,6,0,554,433,0,433,28,1,1,0,0,0,0,85,0,0,0,0,0,0,0,2,24,83,29,0,0,0,174,0,0,0,0,0,1,0,0,5
12,5517,מודיעין-מכבים-רעות,1200,43,16,0,790,590,1,589,44,2,0,0,0,0,0,135,0,0,0,0,0,0,0,6,24,99,31,0,0,0,246,0,0,0,0,0,0,0,0,2
12,5518,מודיעין-מכבים-רעות,1200,44,105,0,644,469,1,468,19,4,0,0,0,0,1,100,0,0,0,0,0,0,0,7,14,90,39,0,0,0,190,1,1,0,0,0,0,0,0,2
12,5593,מודיעין-מכבים-רעות,1200,78,19,0,747,561,1,560,50,4,0,0,0,0,1,23,0,0,0,0,0,0,0,4,36,158,15,0,0,0,242,1,0,0,0,0,0,0,0,26
12,5543,מודיעין-מכבים-רעות,1200,113.1,104,0,566,408,0,408,33,3,3,0,0,0,2,15,0,0,0,0,0,0,0,3,16,36,50,0,0,0,246,0,0,0,0,0,0,0,0,1
5,1596,מוקייבלה,635,1,1,0,666,319,5,314,2,0,280,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,6,0,0,0,5,0,0,0,0,0,1,0,0,0
11,5278,מזור,606,2.2,1,0,397,294,0,294,24,1,1,0,0,0,34,4,0,0,0,0,0,0,0,0,10,27,18,0,0,0,175,0,0,0,0,0,0,0,0,0
13,6413,מזכרת בתיה,28,6,6,0,665,525,0,525,55,2,2,1,0,0,2,22,0,0,0,0,0,0,0,7,23,105,50,0,0,0,251,0,0,0,0,0,0,0,0,5
5,1600,מיטב,2054,1,1,0,375,284,1,283,12,2,0,0,0,0,31,16,0,0,0,0,0,0,0,11,4,171,1,0,0,0,27,0,0,0,0,0,0,0,0,8
18,9883,מסעודין אל-עזאזמה,939,1,1,0,348,204,2,202,1,0,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,9893,מסעודין אל-עזאזמה,939,11,1,0,523,301,0,301,0,0,289,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,1,0
2,1064,מעלה אדומים,3616,6,8,0,598,363,0,363,10,11,0,0,0,0,1,55,0,0,0,0,0,0,0,21,54,130,4,0,0,0,45,0,0,0,0,0,0,1,1,30
2,1071,מעלה אדומים,3616,12.2,11,0,595,413,2,411,12,5,0,0,0,0,0,31,0,0,0,0,0,0,0,17,53,192,0,0,0,0,58,0,0,0,0,0,0,0,0,43
2,1074,מעלה אדומים,3616,12.5,11,0,595,385,1,384,13,6,0,0,0,0,0,32,0,0,0,0,0,0,0,12,41,195,2,0,0,0,54,0,0,0,0,0,0,0,0,29
2,1078,מעלה אדומים,3616,18,5,0,764,486,2,484,22,3,0,0,0,0,0,69,0,0,0,0,0,0,0,27,36,238,5,1,0,0,49,0,0,0,0,0,0,0,0,34
2,1089,מעלה אדומים,3616,31,7,0,737,510,6,504,20,4,0,0,0,0,0,40,0,0,0,0,0,0,0,23,75,258,4,0,0,0,41,0,0,0,0,1,0,0,0,38
2,1092,מעלה אדומים,3616,38,20,0,609,468,0,468,10,6,3,1,0,0,0,52,0,2,0,0,0,0,0,9,32,256,1,0,0,0,58,0,2,0,0,0,0,0,0,36
9,4153,מעלה עירון,1327,7,8,0,716,262,3,259,1,0,241,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,8,0,0,0,0,0,0,0,0,3
6,2776,מעלות-תרשיחא,1063,13,11,0,454,276,3,273,2,3,0,0,0,0,1,3,0,0,0,0,1,0,0,3,83,116,2,0,0,0,31,0,0,0,0,0,0,0,0,28
18,10026,משאבי שדה,421,1,1,0,468,312,2,310,95,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,17,15,36,0,0,0,139,1,0,0,0,0,0,0,0,1
5,1707,משהד,520,1,2,0,665,394,3,391,1,0,380,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,1,0
12,5673,משמר איילון,670,1,2,0,402,354,0,354,28,0,1,0,0,0,35,9,0,3,0,0,0,0,0,2,19,90,16,0,0,0,147,0,0,0,0,0,0,0,0,4
12,5675,משמר השבעה,729,1,1,0,692,529,1,528,49,1,1,1,0,0,12,13,0,1,0,0,0,0,0,3,30,140,18,0,0,0,255,0,0,0,0,0,0,0,0,4
6,2120,נהריה,9100,13,40,0,629,335,0,335,13,4,1,0,0,0,0,2,1,0,0,0,0,0,0,6,52,188,1,0,1,0,33,0,0,0,1,0,0,0,0,32
6,2124,נהריה,9100,17,17,0,512,329,6,323,7,1,0,0,0,0,0,11,0,1,0,0,0,0,0,4,61,169,1,0,0,0,30,0,0,2,0,0,0,0,0,36
6,2145,נהריה,9100,38.6,36,0,637,367,0,367,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,70,103,13,0,0,0,138,0,0,0,0,0,0,0,0,7
6,2175,נהריה,9100,78,2,0,506,290,8,282,16,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,54,98,2,1,0,0,87,0,0,0,0,0,0,0,0,12
2,1030,נווה דניאל,3725,2,2,0,540,422,0,422,1,8,0,0,0,0,0,268,0,0,0,0,0,0,0,41,2,88,0,0,0,0,11,0,1,0,0,1,0,0,0,1
5,1928,נוף הגליל,1061,5,61,0,624,401,4,397,5,0,328,0,0,0,0,0,0,0,5,0,0,0,0,0,7,18,17,0,0,0,16,0,0,0,0,1,0,0,0,0
5,1935,נוף הגליל,1061,15,14,0,479,275,4,271,8,0,52,0,1,0,0,4,0,1,1,0,0,0,0,6,79,69,1,0,0,0,45,0,0,0,0,0,0,0,0,4
5,1955,נוף הגליל,1061,33,14,0,525,261,0,261,4,5,37,0,0,0,0,17,0,0,0,0,0,0,0,11,45,86,4,2,0,0,40,0,2,1,0,0,0,1,0,6
5,1957,נוף הגליל,1061,35,33,0,382,285,2,283,8,2,177,0,0,0,0,6,0,0,0,0,0,0,1,3,6,28,11,0,0,0,36,0,0,0,0,2,0,0,1,2
5,1961,נוף הגליל,1061,39,33,0,595,412,0,412,15,0,160,2,0,0,0,6,0,0,0,0,0,0,0,4,33,117,9,0,1,0,60,0,1,0,0,1,0,0,0,3
5,1965,נוף הגליל,1061,43,40,0,624,322,6,316,14,4,14,0,1,0,0,13,0,0,0,0,0,0,0,12,60,135,2,0,1,0,47,0,1,0,0,0,0,0,0,12
5,1969,נוף הגליל,1061,47,76,0,464,321,0,321,16,3,115,0,0,0,0,8,0,0,0,0,0,0,0,4,18,78,5,0,0,0,71,0,0,0,0,0,0,0,0,3
18,9338,ניר משה,2047,1,1,0,412,285,0,285,41,1,0,0,0,0,8,9,0,0,0,0,0,0,0,0,11,65,22,0,0,0,116,0,0,0,0,0,0,0,0,12
13,6286,נס ציונה,7200,8.2,4,0,647,499,2,497,53,2,2,0,0,0,1,28,0,0,0,0,0,0,0,9,18,97,31,0,0,0,242,0,0,0,0,0,0,0,0,14
13,6305,נס ציונה,7200,27,6,0,404,270,4,266,8,4,2,0,0,0,0,10,0,0,0,0,0,0,0,2,45,88,1,0,0,0,64,0,4,0,0,0,0,0,0,38
13,6318,נס ציונה,7200,56,9,0,590,453,0,453,34,1,0,1,0,0,0,9,0,0,0,0,0,0,0,1,20,100,25,0,0,0,256,0,0,0,0,0,0,0,0,6
12,5755,נעלה,3787,1.1,1,0,573,441,0,441,26,3,0,0,0,0,1,50,0,0,0,0,0,0,0,7,42,171,1,0,0,0,134,1,0,0,0,0,0,0,1,4
5,1777,נצרת,7300,15,11,0,587,364,4,360,1,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,0,0,0,0,0,3
5,1793,נצרת,7300,29,21,0,603,358,1,357,0,0,306,0,0,0,0,0,0,0,0,0,1,0,2,0,6,8,10,0,0,0,22,0,0,1,0,0,0,0,0,1
5,1816,נצרת,7300,52,45,0,759,395,4,391,7,0,360,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,3,0,0,0,9,0,0,0,0,1,0,0,0,2
5,1829,נצרת,7300,67,4,0,793,492,3,489,1,0,483,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
8,3355,נשר,2500,26.3,15,0,646,455,1,454,23,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,76,138,12,0,0,0,186,2,0,0,0,0,0,0,1,8
18,9374,נתיבות,246,36,25,0,730,604,1,603,5,25,0,0,0,0,0,68,0,0,0,0,0,0,0,38,14,140,0,0,0,0,32,0,1,0,0,0,0,0,0,280
10,4199,נתניה,7400,25,26,0,680,436,0,436,15,15,0,0,0,0,0,37,0,0,0,0,0,0,2,10,45,167,8,1,0,0,90,0,0,0,0,0,0,0,0,46
10,4207,נתניה,7400,33,23,0,625,237,0,237,9,1,0,0,0,0,0,6,0,0,0,0,0,0,0,2,47,119,3,1,0,0,33,1,0,0,0,0,0,0,0,15
10,4219,נתניה,7400,45,39,0,500,170,2,168,3,0,0,0,0,0,0,2,0,0,0,2,1,0,0,3,32,71,5,0,0,0,27,0,0,1,0,0,0,0,0,21
10,4229,נתניה,7400,65,11,0,704,415,6,409,9,18,0,0,0,0,0,21,0,0,0,0,0,0,0,13,22,176,3,0,0,0,38,0,0,0,0,0,0,0,0,109
10,4247,נתניה,7400,84,15,0,706,453,4,449,21,5,0,1,0,0,2,15,0,2,0,0,0,0,0,11,17,192,2,0,0,0,43,0,0,0,0,0,0,0,0,138
10,4251,נתניה,7400,88,76,0,564,254,2,252,10,6,0,0,0,0,0,18,0,0,0,0,0,0,0,6,28,74,4,0,0,0,83,0,1,0,0,1,0,0,0,21
10,4257,נתניה,7400,91.4,16,0,573,326,1,325,13,15,1,0,0,0,0,8,0,1,0,2,0,0,1,4,46,111,4,0,0,0,70,2,3,0,0,0,0,1,0,43
10,4299,נתניה,7400,142,145,0,713,324,2,322,4,3,0,0,0,0,0,19,0,1,0,0,0,0,0,3,33,148,3,0,1,0,58,0,1,0,1,0,0,0,0,47
10,4334,נתניה,7400,171,152,0,610,273,1,272,9,6,0,0,0,0,1,7,0,0,1,1,0,0,1,7,23,116,3,1,0,0,60,0,9,0,0,1,1,0,0,25
10,4340,נתניה,7400,179,145,0,592,174,3,171,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,5,17,110,0,0,0,0,19,0,0,0,0,0,0,0,0,11
10,4347,נתניה,7400,186.2,8,0,672,309,0,309,12,1,0,0,1,0,1,15,0,0,0,0,0,0,0,4,25,162,4,0,0,0,52,0,0,0,0,0,0,0,0,32
10,4349,נתניה,7400,186.4,8,0,672,318,3,315,13,7,0,0,0,0,0,10,0,0,0,0,0,0,0,3,55,130,4,1,0,0,64,0,0,0,0,0,0,0,0,28
10,4392,נתניה,7400,224,37,0,478,153,0,153,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,1,45,69,0,0,0,0,23,0,0,0,0,0,1,0,0,4
10,4411,נתניה,7400,243.1,164,0,507,382,1,381,14,3,0,0,0,0,0,34,0,1,0,0,0,0,0,3,41,112,6,0,0,0,150,0,1,0,0,0,0,0,0,16
10,4415,נתניה,7400,247,150,0,748,587,4,583,27,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5,52,189,12,0,0,0,264,0,0,0,0,0,2,0,0,14
3,1140,סאסא,578,1,1,0,421,302,2,300,54,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,3,12,105,0,0,0,120,0,0,0,0,0,0,0,0,0
2,718,עופרה,3617,1.2,4,0,367,286,0,286,3,2,0,0,0,0,1,197,0,0,0,0,0,0,0,32,0,44,0,0,0,0,6,0,0,0,0,0,0,0,0,1
5,2042,עין השופט,270,2,1,0,423,272,0,272,49,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,12,14,78,0,0,0,115,0,0,0,0,0,0,0,0,1
5,1659,עין חרוד (מאוחד),82,1,1,0,674,497,0,497,122,4,1,0,0,0,2,13,0,0,0,1,0,0,0,1,15,22,61,0,0,0,252,0,0,2,0,0,0,0,0,1
6,2276,עכו,7600,27,21,0,554,301,4,297,5,2,68,0,0,0,0,4,0,0,0,0,0,0,0,1,57,109,0,0,0,0,13,0,0,0,0,0,0,0,0,38
6,2284,עכו,7600,35,26,0,713,490,2,488,9,0,365,0,0,0,0,6,0,0,0,0,0,0,3,4,6,41,14,0,0,0,32,0,1,0,0,1,0,0,0,6
6,2289,עכו,7600,39,26,0,574,327,1,326,13,0,202,0,0,0,0,3,0,1,0,0,0,0,0,1,21,47,6,0,0,0,26,0,0,0,0,0,0,0,0,6
6,2299,עכו,7600,50,13,0,424,213,0,213,3,0,31,0,0,0,0,1,0,0,0,0,0,0,0,2,58,89,3,0,0,0,10,0,0,0,0,0,0,0,0,16
6,2300,עכו,7600,51,49,0,580,380,2,378,12,5,4,0,0,0,0,10,0,0,0,0,0,0,0,8,63,153,2,1,0,0,51,1,0,0,0,1,0,0,0,67
6,2301,עכו,7600,52,7,0,640,338,6,332,13,1,37,0,0,0,0,5,0,0,0,0,0,0,0,2,78,134,1,1,0,0,34,0,0,0,0,1,0,0,0,25
6,2317,עכו,7600,75,38,0,645,414,4,410,10,0,145,0,0,0,0,12,0,0,0,0,0,0,0,1,51,110,5,0,0,0,71,0,0,0,0,0,0,0,0,5
3,1141,עלמה,688,1,1,0,578,441,2,439,3,1,0,0,0,0,17,25,0,0,0,0,0,0,0,35,0,286,1,0,0,0,13,0,0,0,0,0,0,0,2,56
5,1509,עפולה,7700,17,20,0,654,489,0,489,23,0,0,0,0,0,0,21,0,1,0,0,0,0,0,8,19,301,3,0,0,0,83,0,1,0,0,0,0,0,0,29
5,1514,עפולה,7700,23,26,0,621,370,6,364,5,5,0,0,0,0,0,12,0,1,0,0,0,0,0,13,62,151,3,1,0,0,56,0,3,0,0,0,0,0,0,52
5,1515,עפולה,7700,24,13,0,698,452,1,451,18,5,4,0,0,0,1,11,0,1,0,0,0,0,0,5,31,216,3,0,0,0,120,1,1,0,0,0,0,0,0,34
5,1542,עפולה,7700,52,13,0,669,422,1,421,20,6,1,1,1,0,0,15,0,0,0,0,0,0,0,14,20,227,8,0,0,0,85,0,0,0,0,1,0,0,0,22
5,1544,עפולה,7700,53.2,18,0,609,427,3,424,13,7,0,0,0,0,1,18,0,2,0,0,0,0,0,6,42,214,7,0,0,0,76,0,0,0,0,0,0,0,0,38
18,9248,ערד,2560,1,3,0,606,411,2,409,29,95,1,0,0,0,0,12,0,0,0,0,0,0,0,6,21,64,16,0,0,0,162,0,0,0,0,0,0,0,0,3
18,9273,ערד,2560,25,10,0,629,323,3,320,5,116,4,0,0,0,0,4,0,0,0,0,0,0,0,6,66,51,1,0,0,0,60,0,1,0,0,1,0,0,0,5
18,9278,ערד,2560,30,15,0,674,432,4,428,17,30,11,0,0,0,0,9,0,0,0,0,0,0,0,7,100,116,7,0,0,0,123,1,0,0,0,0,0,0,0,7
9,3705,ערערה,637,8,4,0,751,420,1,419,1,0,395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,17,0,0,0,2,0,0,0,0,0,0,0,0,1
4,1386,פוריה - נווה עובד,1105,1,1,0,460,306,0,306,10,2,0,0,0,0,1,17,0,1,0,0,0,0,0,6,5,216,4,0,0,0,26,0,0,0,0,0,1,0,5,12
6,2797,פסוטה,535,2,1,0,691,383,3,380,8,0,236,0,0,0,0,0,0,0,1,0,0,0,0,0,49,2,48,0,0,0,35,0,0,0,0,0,1,0,0,0
6,2806,פקיעין חדשה,281,1,1,0,325,259,0,259,29,6,0,0,0,0,2,0,0,0,0,0,0,0,0,8,4,130,0,0,0,0,10,0,0,0,0,0,0,0,0,70
9,4076,פרדס חנה-כרכור,7800,38.4,2,0,626,418,0,418,25,3,1,0,0,0,0,41,0,0,0,0,0,0,0,2,18,99,52,0,0,0,166,0,0,0,0,0,1,0,1,9
9,4087,פרדס חנה-כרכור,7800,44,21,0,650,538,3,535,34,3,2,0,0,0,0,11,0,1,0,0,0,0,0,1,20,78,66,0,0,0,310,0,0,0,0,0,0,0,0,9
11,4815,פתח תקווה,7900,85,95,0,599,379,6,373,32,13,0,1,0,0,0,24,0,0,0,0,0,0,0,6,48,91,12,0,0,0,137,0,0,0,1,0,0,0,0,8
11,4821,פתח תקווה,7900,94,37,0,759,397,3,394,11,5,1,0,0,0,0,16,0,3,1,0,0,0,0,8,44,189,9,0,1,0,76,0,1,0,1,0,0,0,1,27
11,4863,פתח תקווה,7900,143,2,0,561,417,2,415,20,53,1,0,0,0,0,69,0,0,0,0,0,0,0,12,17,92,12,0,0,0,113,0,0,0,0,0,0,0,0,26
11,5040,פתח תקווה,7900,193,7,0,475,307,2,305,12,2,0,0,0,0,2,11,0,0,0,0,0,0,1,9,9,144,4,0,0,0,56,0,1,0,0,0,0,0,0,54
11,5041,פתח תקווה,7900,194,88,0,539,346,4,342,20,3,0,0,0,0,0,16,0,0,0,0,0,0,0,7,24,139,4,0,1,0,82,0,0,0,0,0,1,0,0,45
11,5059,פתח תקווה,7900,253.2,35,0,610,432,1,431,24,4,0,0,0,0,0,21,0,2,0,0,0,0,1,13,33,206,5,0,0,0,68,0,0,0,0,0,0,0,0,54
11,4965,פתח תקווה,7900,283,123,0,503,413,0,413,17,13,0,0,0,0,2,106,0,0,0,0,0,0,0,4,11,126,7,0,0,0,113,0,1,0,0,0,0,0,0,13
19,10357,צור יצחק,1345,2,1,0,660,569,0,569,46,0,0,1,1,0,0,29,0,1,0,0,0,0,0,4,24,102,21,0,0,0,334,0,0,0,0,0,0,0,1,5
5,1614,צנדלה,636,1,1,0,611,331,2,329,0,0,315,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,0,0
3,1153,צפת,8000,8,22,0,435,299,1,298,2,15,0,0,0,0,1,13,0,0,0,0,0,0,0,28,0,197,0,0,0,0,14,0,0,1,0,0,0,0,0,27
3,1159,צפת,8000,11,16,0,471,292,3,289,16,3,1,0,0,0,0,6,0,0,0,0,0,0,0,13,28,136,11,0,0,0,61,0,0,0,0,0,0,0,0,14
3,1165,צפת,8000,18,17,0,425,226,5,221,1,19,0,0,0,0,1,3,0,0,0,0,0,0,0,11,7,66,0,0,0,0,3,0,0,0,0,0,0,0,0,110
3,1174,צפת,8000,28,11,0,697,399,5,394,2,56,0,0,0,0,0,16,0,0,0,0,0,0,0,21,52,122,7,0,0,0,34,0,0,1,0,0,0,0,0,83
3,1176,צפת,8000,30,5,0,499,365,2,363,3,56,0,0,0,0,1,30,1,0,0,0,0,0,0,18,4,107,2,0,0,0,10,0,0,0,0,1,0,0,0,130
3,1183,צפת,8000,44,21,0,456,312,2,310,12,6,0,0,0,0,0,7,0,0,0,0,0,0,0,15,33,171,3,0,0,0,30,0,0,0,0,0,0,0,2,31
18,9381,קלחים,414,1,1,0,357,286,0,286,38,1,0,1,1,0,25,16,0,0,0,0,0,0,0,5,5,75,29,0,0,0,75,0,0,0,0,0,0,0,0,15
9,3716,קציר,1243,2,3,0,271,182,2,180,18,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,21,22,39,0,0,0,71,0,0,0,0,0,0,0,0,3
8,3478,קרית אתא,6800,8,37,0,717,433,4,429,6,3,0,0,0,0,0,26,0,0,0,0,0,0,0,18,76,192,4,0,0,0,70,0,0,0,0,1,0,0,1,32
8,3492,קרית אתא,6800,22,19,0,707,480,0,480,12,23,0,0,0,0,0,28,0,0,0,0,0,0,0,14,35,201,4,0,0,0,77,0,0,0,0,0,0,0,0,86
8,3499,קרית אתא,6800,30,3,0,654,406,1,405,13,43,0,0,0,0,1,30,0,0,0,0,0,0,0,11,42,143,3,1,0,0,50,0,1,0,0,0,0,0,0,67
8,3500,קרית אתא,6800,31,26,0,550,375,2,373,25,5,0,0,0,0,0,12,0,0,0,0,0,0,0,6,24,182,1,0,0,0,101,0,0,0,0,1,0,1,0,15
8,3507,קרית אתא,6800,38,26,0,571,317,2,315,4,3,0,0,0,0,0,5,0,1,0,0,0,0,0,5,57,144,1,0,0,0,74,0,2,0,0,0,0,0,2,17
8,3518,קרית אתא,6800,51,65,0,533,296,2,294,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,9,87,108,0,0,0,0,50,0,0,0,1,0,1,1,1,17
